2011,60.6,0.8
2012,62.3,2.5
2013,59.3,-0.5
2014,58.9,-0.9
2015,61.2,1.4
2016,62.7,2.9
2017,62.4,2.6
2018,61.7,1.9
2019,62.5,2.7
2020,61.8,2.0
2021,61.8,2.0
